SMILES,Surfactant_Type,CMC,pCMC,AW_ST_CMC,Gamma_max,Area_min,Pi_CMC,pC20,C20,Temp_Celsius,Ref_CMC,Ref_AW_ST_CMC,SubRef_CMC,SubRef_AW_ST_CMC,Ref_Gamma_max,Ref_Pi_CMC,Ref_Area_min,Ref_pC20,Ref_C20
CCCCCCCCCCCCOC(=O)C[n+]1oc(C)cc1N=Cc1ccccc1.[Br-],cationic,,,42,,,,,,,,10.1016/j.ces.2022.118208,,10.1016/j.corsci.2011.06.029,,,,,
CCCCCCCCCCCCOC(=O)[N+](CC)(CC)CC.[I-],cationic,0.0063,2.200659451,25,0.0000013,1.28,46.78,2.3,0.005,25,10.3139/113.110437,10.1016/j.ces.2022.118208,,10.3139/113.110437,10.3139/113.110437,10.3139/113.110437,10.3139/113.110437,10.3139/113.110437,10.3139/113.110437
CCCCCCCCCCCCO[C@@H]1O[C@H](CO)[C@@H](O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O,sugar-based non-ionic,0.00017,3.769551079,35.3,0.00000332,0.5,35.8,4.659586881,0.009470374,22,10.1021/acs.iecr.6b02890,10.1016/j.jcis.2018.01.051,10.1016/j.molliq.2018.01.037,,10.1021/la980519x,10.1021/la980519x,10.1021/la980519x,calculated,calculated
CCCCCCCCCCCCO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,sugar-based non-ionic,0.00019,3.721246399,,,,,,,25,10.1021/acs.jpcb.1c05264,,10.1002/9781118228920,,,,,,
CCCCCCCCCCCCOCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(=O)[O-].[Na+],anionic,0.000287,3.542118103,38.2,,,33.77,,,25,10.1007/s11743-005-346-2,10.1007/s11743-005-346-2,,,,calculated,,,
CCCCCCCCCCCCOCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(=O)[O-].[Na+],anionic,0.000102,3.991399828,38.1,,,33.87,,,25,10.1007/s11743-005-346-2,10.1007/s11743-005-346-2,,,,calculated,,,
CCCCCCCCCCCCOCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(=O)[O-].[Na+],anionic,0.000036,4.443697499,38.2,,,33.77,,,25,10.1007/s11743-005-346-2,10.1007/s11743-005-346-2,,,,calculated,,,
CCCCCCCCCCCCOCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OS(=O)(=O)[O-].[Na+],anionic,0.000013,4.886056648,38.3,,,33.67,,,25,10.1007/s11743-005-346-2,10.1007/s11743-005-346-2,,,,calculated,,,
CCCCCCCCCCCCOCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OS(=O)(=O)[O-].[Na+],anionic,0.000053,4.27572413,38.1,,,33.87,,,25,10.1007/s11743-005-346-2,10.1007/s11743-005-346-2,,,,calculated,,,
CCCCCCCCCCCCOCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCCOCCOCC(=O)[O-].[Na+],anionic,0.000395,3.403402904,39.9,,,32.07,,,25,10.1007/s11743-005-346-2,10.1007/s11743-005-346-2,,,,calculated,,,
CCCCCCCCCCCCOCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCCOCCOS(=O)(=O)[O-].[Na+],anionic,0.00017,3.769551079,40.4,,,31.57,,,25,10.1007/s11743-005-346-2,10.1007/s11743-005-346-2,,,,calculated,,,
CCCCCCCCCCCCOCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OS(=O)(=O)[O-].[Na+],anionic,0.000148,3.829738285,38.7,,,33.27,,,25,10.1007/s11743-005-346-2,10.1007/s11743-005-346-2,,,,calculated,,,
CCCCCCCCCCCCOCC(CCC[N+](C)(C)C)(CCC[N+](C)(C)C)COCCCCCCCCCCCC.[I-].[I-],gemini cationic,0.0000281,4.55129368,33,0.00000237,0.7,39,5.2,0.00000631,25,10.1016/j.jcis.2014.02.017,10.1016/j.ces.2022.118208,,10.1016/j.jcis.2014.02.017,10.1016/j.jcis.2014.02.017,10.1016/j.jcis.2014.02.017,10.1016/j.jcis.2014.02.017,10.1016/j.jcis.2014.02.017,10.1016/j.jcis.2014.02.017
CCCCCCCCCCCCOCC(CC[N+](C)(C)C)(CC[N+](C)(C)C)COCCCCCCCCCCCC.[I-].[I-],gemini cationic,0.0000339,4.469800302,33.5,0.00000166,1,38.5,5.3,0.00000501,25,10.1016/j.jcis.2014.02.017,10.1016/j.ces.2022.118208,,10.1016/j.jcis.2014.02.017,10.1016/j.jcis.2014.02.017,10.1016/j.jcis.2014.02.017,10.1016/j.jcis.2014.02.017,10.1016/j.jcis.2014.02.017,10.1016/j.jcis.2014.02.017
CCCCCCCCCCCCOCC(COCCCCCCCCCCCC)(COCCC[N+](C)(C)C)COCCC[N+](C)(C)C.[I-].[I-],gemini cationic,0.0000219,4.659555885,34.3,0.00000138,1.2,37.7,5.42,0.0000038,25,10.1016/j.jcis.2014.02.017,10.1016/j.ces.2022.118208,,10.1016/j.jcis.2014.02.017,10.1016/j.jcis.2014.02.017,10.1016/j.jcis.2014.02.017,10.1016/j.jcis.2014.02.017,10.1016/j.jcis.2014.02.017,10.1016/j.jcis.2014.02.017
CCCCCCCCCCCCOCC(COCCCCCCCCCCCC)(COCC[N+](C)(C)C)COCC[N+](C)(C)C.[I-].[I-],gemini cationic,0.0000533,4.273272791,31.5,0.00000166,1,40.5,5.42,0.0000038,25,10.1016/j.jcis.2014.02.017,10.1016/j.ces.2022.118208,,10.1016/j.jcis.2014.02.017,10.1016/j.jcis.2014.02.017,10.1016/j.jcis.2014.02.017,10.1016/j.jcis.2014.02.017,10.1016/j.jcis.2014.02.017,10.1016/j.jcis.2014.02.017
CCCCCCCCCCCCOCC(COCCCCCCCCCCCC)(C[N+](C)(C)C)C[N+](C)(C)C.[I-].[I-],gemini cationic,0.00000217,5.663540266,40.8,0.00000415,0.4,31.2,5.74,0.00000182,25,10.1016/j.jcis.2014.02.017,10.1016/j.ces.2022.118208,,10.1016/j.jcis.2014.02.017,10.1016/j.jcis.2014.02.017,10.1016/j.jcis.2014.02.017,10.1016/j.jcis.2014.02.017,10.1016/j.jcis.2014.02.017,10.1016/j.jcis.2014.02.017
CCCCCCCCCCCCOCC(O)C[N+](C)(C)CC(O)C[N+](C)(C)CC(O)COCCCCCCCCCCCC.[Cl-].[Cl-],gemini cationic,0.000232,3.634512015,31.3,,,40.67,,,25,10.1016/j.jiec.2012.01.040,10.1016/j.ces.2022.118208,,10.1016/j.jiec.2012.01.040,,calculated,,,
CCCCCCCCCCCCOCC(O)C[N+](C)(C)CCCC[N+](C)(C)CC(O)COCCCCCCCCCCCC.[Br-].[Br-],gemini cationic,0.00019,3.721246399,36.4,0.00000224,0.74,35.6,4.36,0.0000436,25,10.1007/s11743-015-1734-2,10.1016/j.ces.2022.118208,,10.1007/s11743-015-1734-2,10.1007/s11743-015-1734-2,,10.1007/s11743-015-1734-2,10.1007/s11743-015-1734-2,
CCCCCCCCCCCCOCC(O)C[n+]1ccn(C)c1.[Br-],cationic,0.00117,2.931814138,21.9,0.00000189,0.88,49.88,3.7,0.000199,25,10.1016/j.colsurfa.2011.11.022,10.1016/j.ces.2022.118208,,10.1016/j.colsurfa.2011.11.022,10.1016/j.colsurfa.2011.11.022,10.1016/j.colsurfa.2011.11.022,10.1016/j.colsurfa.2011.11.022,10.1016/j.colsurfa.2011.11.022,10.1016/j.colsurfa.2011.11.022
CCCCCCCCCCCCOCC(O)C[n+]1ccn(C)c1.[Cl-],cationic,0.00371,2.43062609,23.2,0.00000179,0.93,48.58,3.91,0.000123,25,10.1016/j.colsurfa.2011.11.022,10.1016/j.ces.2022.118208,,10.1016/j.colsurfa.2011.11.022,10.1016/j.colsurfa.2011.11.022,10.1016/j.colsurfa.2011.11.022,10.1016/j.colsurfa.2011.11.022,10.1016/j.colsurfa.2011.11.022,10.1016/j.colsurfa.2011.11.022
CCCCCCCCCCCCOCC(O)Cn1cc[n+](CCC)c1.[Br-],cationic,0.000254,3.595166283,27.7,0.00000193,1.55,44.49,0.83,0.149,25,10.1016/j.jiec.2014.01.032,10.1016/j.ces.2022.118208,,10.1016/j.jiec.2014.01.032,10.1016/j.jiec.2014.01.032,10.1016/j.jiec.2014.01.032,10.1016/j.jiec.2014.01.032,,10.1016/j.jiec.2014.01.032
CCCCCCCCCCCCOCC(O)Cn1cc[n+](CCC)c1.[Cl-],cationic,0.000398,3.400116928,34.9,0.00000187,1.59,37.32,0.75,0.179,25,10.1016/j.jiec.2014.01.032,10.1016/j.ces.2022.118208,,10.1016/j.jiec.2014.01.032,10.1016/j.jiec.2014.01.032,10.1016/j.jiec.2014.01.032,10.1016/j.jiec.2014.01.032,,10.1016/j.jiec.2014.01.032
CCCCCCCCCCCCOCC(O)Cn1cc[n+](CCC[n+]2ccn(CC(O)COCCCCCCCCCCCC)c2)c1.[Br-].[Br-],gemini cationic,0.00002,4.698970004,36.1,0.00000348,0.05,36.32,2.1,0.008,25,10.1007/s11743-013-1472-2,10.1016/j.ces.2022.118208,,10.1007/s11743-013-1472-2,10.1007/s11743-013-1472-2,10.1007/s11743-013-1472-2,10.1007/s11743-013-1472-2,,10.1007/s11743-013-1472-2
CCCCCCCCCCCCOCC(O)Cn1cc[n+](CC[n+]2ccn(CC(O)COCCCCCCCCCCCC)c2)c1.[Br-].[Br-],gemini cationic,0.000022,4.657577319,30,0.00000453,0.04,42.36,2,0.01,25,10.1007/s11743-013-1472-2,10.1016/j.ces.2022.118208,,10.1007/s11743-013-1472-2,10.1007/s11743-013-1472-2,10.1007/s11743-013-1472-2,10.1007/s11743-013-1472-2,,10.1007/s11743-013-1472-2
CCCCCCCCCCCC(=O)OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O,sugar-based non-ionic,0.00033,3.48148606,39,0.0000033,0.5,39,4.178527345,0.015321054,22,10.1021/acs.iecr.6b02890,10.1016/j.jcis.2018.01.051,10.1016/j.molliq.2018.01.037,,10.1021/la001309z,10.1021/la001309z,10.1021/la001309z,calculated,calculated
CCCCCCCCCCCCOCCOCCOCCO,non-ionic,0.000052,4.283996656,27.7,0.00000398,0.42,44.1,5.353446115,0.004731816,25,10.1021/acs.jpcb.1c05264,10.1016/j.ces.2022.118208,10.1002/9781118228920,10.1002/0471670561,10.1021/j100393a025,10.1021/j100393a025,10.1021/j100393a025,calculated,calculated
CCCCCCCCCCCCOCCOCCOCCOCCO,non-ionic,0.000064,4.193820026,28.4,0.00000363,0.46,43.3,,,25,10.1021/acs.jpcb.1c05264,10.1016/j.ces.2022.118208,10.1002/9781118228920,10.1002/0471670561,10.1021/j100393a025,10.1021/j100393a025,10.1021/j100393a025,calculated,calculated
CCCCCCCCCCCCOCCOCCOCCOCCOCCO,non-ionic,0.000064,4.193820026,30.3,0.00000331,0.5,41.5,5.342155559,0.004785544,25,10.1021/acs.jpcb.1c05264,10.1016/j.ces.2022.118208,10.1002/9781118228920,10.1002/0471670561,10.1021/j100393a025,10.1021/j100393a025,10.1021/j100393a025,calculated,calculated
CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCO,non-ionic,0.000087,4.060480747,30.8,,,41.2,,,25,10.1021/acs.jpcb.1c05264,10.1016/j.ces.2022.118208,10.1002/9781118228920,10.1002/0471670561,,,,,
CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCO,non-ionic,0.000082,4.086186148,33.5,0.0000029,0.57,38.3,5.20359162,0.005496787,25,10.1021/acs.jpcb.1c05264,10.1016/j.ces.2022.118208,10.1002/9781118228920,10.1002/0471670561,10.1021/j100393a025,10.1021/j100393a025,10.1021/j100393a025,calculated,calculated
CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO,non-ionic,0.000109,3.962573502,34.6,0.00000252,0.66,37.2,5.17201752,0.005673112,25,10.1021/acs.jpcb.1c05264,10.1016/j.ces.2022.118208,10.1002/9781118228920,10.1002/0471670561,10.1021/j100393a025,10.1021/j100393a025,10.1021/j100393a025,calculated,calculated
CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,non-ionic,0.0001,4,35.8,,,36,,,23,10.1021/ie4016232,10.1081/DIS-200054572,,10.1002/0471670561,,,,,
CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,non-ionic,0.00014,3.854,39.8,,,32,,,23,10.1021/ie4016232,10.1081/DIS-200054572,,10.1002/0471670561,,,,,
CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,non-ionic,0.00005495,4.26,35.1,,,36.7,,,25,10.1021/ie4016232,10.1081/DIS-200054572,,,,,,,
CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,non-ionic,0.00006,4.22184875,,,,,,,24.85,10.1007/s11743-001-0184-2,,,,,,,,
CCCCCCCCCCCCOCCOCCOCCOCCOCCOS(=O)(=O)[O-].[Na+],anionic,0.0019,2.721246399,,,,,,,25,10.1016/0021-9797(76)90178-8,,,,,,,,
CCCCCCCCCCCCOCCOCCOCCOS(=O)(=O)[O-].[Na+],anionic,0.0028,2.552841969,,,,,,,25,10.1016/0021-9797(76)90178-8,,,,,,,,
CCCCCCCCCCCCOCCOCCOCC[N+](C)(C)C.[Br-],cationic,0.0034,2.468521083,44.5,,1.21,27.7,,,25,10.1016/0927-7757(95)03093-S,10.1016/j.ces.2022.118208,,10.1007/BF01550555,,10.1016/0927-7757(95)03093-S,10.1016/0927-7757(95)03093-S,,
CCCCCCCCCCCCOCCOCCOS(=O)(=O)[O-].[Na+],anionic,0.0029,2.537602002,41.4,0.0000026,0.64,30.6,2.94,0.00116,25,"['10.1016/0021-9797(76)90178-8', '10.1021/acs.jpcb.1c05264', '10.1021/acs.jpcb.1c05264']",,10.1002/9781118228920,,10.1002/9781118228920.ch5,10.1002/9781118228920.ch5,,,10.1002/9781118228920.ch5
CCCCCCCCCCCCOCCOCC[N+](C)(C)C.[Br-],cationic,0.0037,2.431798276,42.6,,0.99,29.6,,,25,10.1016/0927-7757(95)03093-S,10.1016/j.ces.2022.118208,,10.1007/BF01550555,,10.1016/0927-7757(95)03093-S,10.1016/0927-7757(95)03093-S,,
CCCCCCCCCCCCOCCOCC[N+](C)(C)C.[Cl-],cationic,0.0052,2.283996656,,,,,,,25,10.1016/0021-9797(76)90178-8,,,,,,,,
CCCCCCCCCCCCOCCOCC[n+]1ccccc1.[Cl-],cationic,0.0049,2.30980392,,,,,,,25,10.1016/0021-9797(76)90178-8,,,,,,,,
CCCCCCCCCCCCOCCOS(=O)(=O)[O-].[Na+],anionic,0.0039,2.408935393,41.1,0.0000032,0.52,30.9,3.73,0.000188,25,"['10.1016/0021-9797(76)90178-8', '10.1021/acs.jpcb.1c05264', '10.1021/acs.jpcb.1c05264']",,10.1002/9781118228920,,10.1002/9781118228920.ch5,10.1002/9781118228920.ch5,,,
CCCCCCCCCCCCOCC[N+](C)(C)C.[Br-],cationic,0.0063,2.200659451,41,,0.85,31.2,,,25,10.1016/0927-7757(95)03093-S,10.1016/j.ces.2022.118208,,10.1007/BF01550555,,10.1016/0927-7757(95)03093-S,10.1016/0927-7757(95)03093-S,,
CCCCCCCCCCCCOCC[N+](C)(C)C.[Cl-],cationic,0.0071,2.148741651,,,,,,,25,10.1016/0021-9797(76)90178-8,,,,,,,,
CCCCCCCCCCCCOCC[n+]1ccccc1.[Cl-],cationic,0.0069,2.161150909,,,,,,,25,10.1016/0021-9797(76)90178-8,,,,,,,,
CCCCCCCCCCCCOP(=O)([O-])OCC[N+](C)(C)CCCCCCCC,gemini zwitterionic,0.000018,4.7447,,,,,,,25,10.1016/j.chemosphere.2011.05.031,,,,,,,,
CCCCCCCCCCCCOP(=O)([O-])OCC[N+](C)(C)CCCCCCCCCCCC,gemini zwitterionic,0.000009,5.0458,,,,,,,25,10.1016/j.chemosphere.2011.05.031,,,,,,,,
CCCCCCCCCCCCOS(=O)(=O)[O-].[Li+],anionic,0.0089,2.050609993,,,,,,,25,10.1021/acs.jpcb.1c05264,,10.1002/9781118228920,,,,,,
CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],anionic,0.0081,2.091514981,39.5,0.00000195,0.52,32,2.5,0.00315,25,"['10.1016/0021-9797(76)90178-8', '10.1021/acs.jpcb.1c05264', '10.1021/ci600462d', '10.1021/acs.jpcb.1c05264', '10.1021/ci600462d']",https://www.ajer.org/papers/Vol-9-issue-8/M0908118126.pdf,10.1002/9781118228920,,"['10.1002/9781118228920.ch5', 'https://www.ajer.org/papers/Vol-9-issue-8/M0908118126.pdf']","['10.1002/9781118228920.ch5', 'https://www.ajer.org/papers/Vol-9-issue-8/M0908118126.pdf']",https://www.ajer.org/papers/Vol-9-issue-8/M0908118126.pdf,,
CCCCCCCCCCCCO[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,sugar-based non-ionic,0.0002,3.698970004,31.5,0.00000326,0.51,40.47,4.800441656,0.008226113,25,10.1021/acs.iecr.6b02890,10.1016/j.jcis.2018.01.051,10.1016/j.molliq.2018.01.037,,10.1007/BF02541865,calculated,10.1007/BF02541865,calculated,calculated
CCCCCCCCCCCCO[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]1O,sugar-based non-ionic,0.00005,4.301029996,28.4,0.00000308,0.54,43.57,5.643171633,0.003541618,25,10.1021/acs.iecr.6b02890,10.1016/j.jcis.2018.01.051,10.1016/j.molliq.2018.01.037,,10.1007/BF02541865,calculated,10.1007/BF02541865,calculated,calculated
CCCCCCCCCCCCOc1ccc(NC(=O)C[N+](C)(C)CCCCCC[N+](C)(C)CC(=O)Nc2ccc(OCCCCCCCCCCCC)cc2)cc1.[Br-].[Br-],gemini cationic,0.0000104,4.982966661,49,0.00000201,0.83,23,5.06,0.00000874,25,10.1016/j.molliq.2017.06.008,"['10.1016/j.ces.2022.118208', '10.1016/j.molliq.2017.06.008', '10.1201/9780203911518']",,10.1016/j.molliq.2017.06.008,10.1016/j.molliq.2017.06.008,,10.1016/j.molliq.2017.06.008,10.1016/j.molliq.2017.06.008,
CCCCCCCCCCCCOc1ccc(NC(=O)C[N+](C)(C)CCCC[N+](C)(C)CC(=O)Nc2ccc(OCCCCCCCCCCCC)cc2)cc1.[Br-].[Br-],gemini cationic,0.0000142,4.847711656,44.8,0.00000165,1.01,27.2,4.97,0.0000107,25,10.1016/j.molliq.2017.06.008,"['10.1016/j.ces.2022.118208', '10.1016/j.molliq.2017.06.008', '10.1201/9780203911518']",,10.1016/j.molliq.2017.06.008,10.1016/j.molliq.2017.06.008,,10.1016/j.molliq.2017.06.008,10.1016/j.molliq.2017.06.008,
CCCCCCCCCCCCOc1ccc(NC(=O)C[N+](C)(C)CC[N+](C)(C)CC(=O)Nc2ccc(OCCCCCCCCCCCC)cc2)cc1.[Br-].[Br-],gemini cationic,0.00003443,4.463062977,44.6,0.0000018,0.92,27.4,4.69,0.0000204,25,10.1016/j.molliq.2017.06.008,"['10.1016/j.ces.2022.118208', '10.1016/j.molliq.2017.06.008', '10.1201/9780203911518']",10.3390/pr7080502,10.1016/j.molliq.2017.06.008,10.1016/j.molliq.2017.06.008,,10.1016/j.molliq.2017.06.008,10.1016/j.molliq.2017.06.008,
CCCCCCCCCCCCOc1ccc[n+](CC(O)C[n+]2cccc(OCCCCCCCCCCCC)c2)c1.[Br-].[Br-],gemini cationic,0.00014,3.853871964,33.64,0.00000076,2.1,38.36,3.677780705,0.00021,25,10.1021/la5045267,10.1021/la5045267,,,10.1021/la5045267,10.1021/la5045267,10.1021/la5045267,,10.1021/la5045267
CCCCCCCCCCCCOc1ccc[n+](CCCCCC[n+]2cccc(OCCCCCCCCCCCC)c2)c1.[Br-].[Br-],gemini cationic,0.00019,3.721246399,37.8,0.00000185,0.9,34.13,4.38,0.000042,25,10.1016/j.jcis.2013.11.059,10.1016/j.ces.2022.118208,,10.1016/j.jcis.2013.11.059,10.1016/j.jcis.2013.11.059,,10.1016/j.jcis.2013.11.059,10.1016/j.jcis.2013.11.059,10.1016/j.jcis.2013.11.059
CCCCCCCCCCCCOc1ccc[n+](CCCCC[n+]2cccc(OCCCCCCCCCCCC)c2)c1.[Br-].[Br-],gemini cationic,0.00017,3.769551079,37.3,0.00000186,0.89,34.75,4.47,0.000034,25,10.1016/j.jcis.2013.11.059,10.1016/j.ces.2022.118208,,10.1016/j.jcis.2013.11.059,10.1016/j.jcis.2013.11.059,,10.1016/j.jcis.2013.11.059,10.1016/j.jcis.2013.11.059,10.1016/j.jcis.2013.11.059
CCCCCCCCCCCCOc1ccc[n+](CCCC[n+]2cccc(OCCCCCCCCCCCC)c2)c1.[Br-].[Br-],gemini cationic,0.00014,3.853871964,38.8,0.00000207,0.82,33.23,4.41,0.000039,25,10.1016/j.jcis.2013.11.059,10.1016/j.ces.2022.118208,10.3390/molecules25184054,10.1016/j.jcis.2013.11.059,10.1016/j.jcis.2013.11.059,,10.1016/j.jcis.2013.11.059,10.1016/j.jcis.2013.11.059,10.1016/j.jcis.2013.11.059
CCCCCCCCCCCCOc1ccc[n+](CCC[n+]2cccc(OCCCCCCCCCCCC)c2)c1.[Br-].[Br-],gemini cationic,0.0001901,3.721017883,,,,,,,25,10.1063/5.0051623,,,,,,,,
CCCCCCCCCCCCS(=O)(=O)[O-].[K+],anionic,0.0093,2.031517051,38,0.0000033,0.5,34,2.41,0.00391,25,10.1021/acs.jpcb.1c05264,,10.1002/9781118228920,,10.1002/9781118228920.ch5,10.1002/9781118228920.ch5,,,
CCCCCCCCCCCCS(=O)(=O)[O-].[Li+],anionic,0.011,1.958607315,39,0.0000029,0.57,33,2.41,0.00393,25,10.1021/acs.jpcb.1c05264,,10.1002/9781118228920,,10.1002/9781118228920.ch5,10.1002/9781118228920.ch5,,,
CCCCCCCCCCCCS(=O)(=O)[O-].[NH4+],anionic,0.0089,2.050609993,,,,,,,25,10.1021/acs.jpcb.1c05264,,10.1002/9781118228920,,,,,,
CCCCCCCCCCCCS(=O)(=O)[O-].[Na+],anionic,0.01099,1.959002308,,,,,,,25,"['10.1021/acs.jpcb.1c05264', '10.1021/ci600462d']",,10.1002/9781118228920,,,,,,
CCCCCCCCCCCC[N+](C)(C)C(=O)NCCCCCCCCCCCCNC(=O)[N+](C)(C)CCCCCCCCCCCC.[Cl-].[Cl-],gemini cationic,0.0002198,3.657972312,,,,,,,25,10.1063/5.0051623,,10.1002/9781119075691.ch43,,,,,,
CCCCCCCCCCCC[N+](C)(C)C(=O)NCCNC(=O)[N+](C)(C)CCCCCCCCCCCC.[Cl-].[Cl-],gemini cationic,0.0009397,3.027010773,,,,,,,25,10.1063/5.0051623,,10.1002/9781119075691.ch43,,,,,,
CCCCCCCCCCCC[N+](C)(C)C(=O)OCCCCCCOC(=O)[N+](C)(C)CCCCCCCCCCCC.[Cl-].[Cl-],gemini cationic,0.0007691,3.114017189,,,,,,,25,10.1063/5.0051623,,10.1002/9781119075691.ch43,,,,,,
CCCCCCCCCCCC[N+](C)(C)C(C)C(O)c1ccccc1.[Br-],cationic,0.00395,2.40340290437354,31.8,0.00000199,,,,,30,10.1016/j.jcis.2005.05.054,10.1016/j.ces.2022.118208,,10.1016/j.jcis.2005.05.054,10.1016/j.jcis.2005.05.054,,,,
CCCCCCCCCCCC[N+](C)(C)C.[Br-],cationic,0.014,1.853871964,35.8,0.00000342,0.49,36.17,2.268726627,0.103443819,25,"['10.1016/j.colsurfa.2014.06.019', '10.1021/acs.jpcb.1c05264']","['10.1016/j.colsurfa.2014.06.019', '10.1016/j.ces.2022.118208']",10.1002/9781118228920,10.1016/j.jcis.2014.02.017,10.1016/j.colsurfa.2014.06.019,calculated,10.1016/j.colsurfa.2014.06.019,calculated,calculated
CCCCCCCCCCCC[N+](C)(C)C.[Cl-],cationic,0.0155,1.80966830182971,40.5,0.00000439,0.38,31.5,2.64,0.00678,25,10.1016/j.colsurfa.2012.11.004,10.1016/j.ces.2022.118208,,10.1016/j.colsurfa.2012.11.004,10.1016/j.colsurfa.2012.11.004,10.1002/9781118228920.ch5,,10.1016/j.colsurfa.2012.11.004,
CCCCCCCCN(CCC[N+](C)(C)CCCCCCCC)C(=[NH2+])N(C)C.[Cl-].[Cl-],gemini cationic,0.00902,2.04479346245806,28.1,0.0000012,,,3.17,,25,10.1016/j.colsurfa.2012.11.004,10.1016/j.ces.2022.118208,,10.1016/j.colsurfa.2012.11.004,10.1016/j.colsurfa.2012.11.004,,,10.1016/j.colsurfa.2012.11.004,
CCCCCCCCCCN(CCC[N+](C)(C)CCCCCCCCCC)C(=[NH2+])N(C)C.[Cl-].[Cl-],gemini cationic,0.00081,3.09151498112135,28.5,0.00000128,,,4.19,,25,10.1016/j.colsurfa.2012.11.004,10.1016/j.ces.2022.118208,,10.1016/j.colsurfa.2012.11.004,10.1016/j.colsurfa.2012.11.004,,,10.1016/j.colsurfa.2012.11.004,
CCCCCCCCCCCCN(CCC[N+](C)(C)CCCCCCCCCCCC)C(=[NH2+])N(C)C.[Cl-].[Cl-],gemini cationic,0.00013,3.88605664769316,29.4,0.0000063,,,4.72,,25,10.1016/j.colsurfa.2012.11.004,10.1016/j.ces.2022.118208,,10.1016/j.colsurfa.2012.11.004,10.1016/j.colsurfa.2012.11.004,,,10.1016/j.colsurfa.2012.11.004,
CCCCCCCCCCCC[N+](C)(C)CC(=O)NCCN(CCNC(=O)C[N+](C)(C)CCCCCCCCCCCC)C(=O)C[N+](C)(C)CCCCCCCCCCCC.[Cl-].[Cl-].[Cl-],gemini cationic,,,45,,,,,,,,10.1016/j.ces.2022.118208,,10.1021/la9048067,,,,,
CCCCCCCCCCCC[N+](C)(C)CC(=O)NCCN(CCNC(=O)C[N+](C)(C)CCCCCCCCCCCC)CCNC(=O)C[N+](C)(C)CCCCCCCCCCCC.[Cl-].[Cl-].[Cl-],gemini cationic,,,42,,,,,,,,10.1016/j.ces.2022.118208,,10.1021/la9048067,,,,,
CCCCCCCCCCCC[N+](C)(C)CC(=O)NCCNC(=O)C[N+](C)(C)CCCCCCCCCCCC.[Cl-].[Cl-],gemini cationic,0.0009068,3.042488489,42.79,0.00000168,1.48,28.39,3.47,0.000343,29.85,10.1016/j.molliq.2015.01.055,10.1016/j.ces.2022.118208,,10.1016/j.molliq.2015.01.055,10.1016/j.molliq.2015.01.055,calculated,10.1016/j.molliq.2015.01.055,10.1016/j.molliq.2015.01.055,
CCCCCCCCCCCC[N+](C)(C)CC(=O)Nc1ccccc1.[Cl-],cationic,0.00111,2.954677021,33.3,0.00000209,0.79,38.7,3.73,0.000186,25,10.1002/jsde.12221,10.1016/j.ces.2022.118208,,10.1002/jsde.12221,10.1002/jsde.12221,10.1002/jsde.12221,10.1002/jsde.12221,10.1002/jsde.12221,
CCCCCCCCCCCC[N+](C)(C)CC(=O)Nc1nccs1.[Cl-],cationic,0.0024,2.619788758,35.1,0.00000147,1.13,36.87,3.63,0.000234,25,10.1002/jsde.12221,10.1016/j.ces.2022.118208,,10.1002/jsde.12221,10.1002/jsde.12221,10.1002/jsde.12221,10.1002/jsde.12221,10.1002/jsde.12221,
